gene_id,pd,r,p.value,qvalue,delta_RPP,contrast,gene_name,gene_biotype
ENSG00000182541,0.0743423560808235,0.0824607004243817,0.587641703378623,0.831664464633834,0.0723245998257791,Fip2 v.s. NC,LIMK2,protein_coding
ENSG00000182944,0.0196636173051267,0.0137759918677063,0.615215906930217,1,0.013441820504908,Fip2 v.s. NC,EWSR1,protein_coding
ENSG00000183172,0.0328361379604257,0.100782686956101,0.142002726799327,0.0732243096515219,0.0328361379604257,Fip2 v.s. NC,SMDT1,protein_coding
ENSG00000183597,0.0174190888476603,0.0204531459433218,0.834907705931262,1,0.0174190888476603,Fip2 v.s. NC,TANGO2,protein_coding
ENSG00000184076,0.0134947411001584,0.0344062841041509,0.125949468150463,0.21973401626143,0.0134947411001584,Fip2 v.s. NC,UQCR10,protein_coding
ENSG00000184708,0.0507518796992481,-0.0203352944482261,0.74188876687375,1,-0.0184381894908211,Fip2 v.s. NC,EIF4ENIF1,protein_coding
ENSG00000184792,0.145022945348352,-0.1921702605611,0.257419800168916,0.178407714053489,-0.145022945348352,Fip2 v.s. NC,OSBP2,protein_coding
ENSG00000184983,0.0305347010622374,0.0466570259772343,0.149514514298844,0.340223231600343,0.028151924213856,Fip2 v.s. NC,NDUFA6,protein_coding
ENSG00000185252,0.0642857142857143,0.000867147568730207,0.809154445343907,1,0.00184552289815448,Fip2 v.s. NC,ZNF74,protein_coding
ENSG00000185651,0.116070352071161,0.13491879631401,4.86041109632865e-07,6.74111129295163e-06,0.0762556219269365,Fip2 v.s. NC,UBE2L3,protein_coding
ENSG00000185721,0.00975128653820268,-0.000999210961245145,0.364691977206235,1,0.00104632881555848,Fip2 v.s. NC,DRG1,protein_coding
ENSG00000186575,0.137643472022956,0.154865699789497,0.11368106311536,0.135499600559368,0.137643472022955,Fip2 v.s. NC,NF2,protein_coding
ENSG00000186716,0.182788658050533,0.18100320563035,0.0447249579616768,0.039769121485093,0.182788658050533,Fip2 v.s. NC,BCR,protein_coding
ENSG00000188130,0.12729118876201,0.129231921339097,0.32773098651569,0.479259310664015,0.12729118876201,Fip2 v.s. NC,MAPK12,protein_coding
ENSG00000188677,0.147234475004325,0.00512638523398906,0.286237205927084,1,0.0272550050528502,Fip2 v.s. NC,PARVB,protein_coding
ENSG00000189060,0.020868261958835,-0.0361951459063093,0.40453093603264,0.570224761788724,-0.0160623125901221,Fip2 v.s. NC,H1-0,protein_coding
ENSG00000189306,0.321211714344385,0.260210465878885,8.18320223195037e-05,1.66549259456028e-06,0.19499745946999,Fip2 v.s. NC,RRP7A,protein_coding
ENSG00000196236,0.297727493350418,0.315103676958407,0.0173030578555846,0.0194448872307511,0.228286793195932,Fip2 v.s. NC,XPNPEP3,protein_coding
ENSG00000197077,0.0441947565543071,-0.0501503868651412,0.544740762088291,0.882766661921202,-0.0292404989892121,Fip2 v.s. NC,KIAA1671,protein_coding
ENSG00000198792,0.0587291399229782,-0.0294474563267058,0.690495824367003,1,-0.030086649550706,Fip2 v.s. NC,TMEM184B,protein_coding
ENSG00000198832,0.0112947320100816,-0.0376740934190568,0.326472360740065,0.480462704839423,-0.0112947320100817,Fip2 v.s. NC,SELENOM,protein_coding
ENSG00000198911,0.0792013295462251,-0.0588740620485704,0.210914081272527,0.388565480525271,-0.0579882560075702,Fip2 v.s. NC,SREBF2,protein_coding
ENSG00000198951,0.0607061131088591,0.0261876585361412,0.489610787804631,1,0.026199070855338,Fip2 v.s. NC,NAGA,protein_coding
ENSG00000205560,0.05625,0.0816276698193335,0.823341847408649,0.949720767763337,0.05625,Fip2 v.s. NC,CPT1B,protein_coding
ENSG00000206195,0.134374896299983,-0.0132074228987271,0.347508588585694,0.572213203057559,-0.0216440600630496,Fip2 v.s. NC,DUXAP8,lncRNA
ENSG00000215012,0.430475950928696,0.414759901243743,7.52101297554531e-08,3.16028314628625e-11,0.421039860703132,Fip2 v.s. NC,RTL10,protein_coding
ENSG00000215193,0.0248478701825558,0.000480045351328316,0.991677795379333,1,-0.000752965763107766,Fip2 v.s. NC,PEX26,protein_coding
ENSG00000224205,0.0635180732779605,0.100979956214606,0.402878088386107,0.235288168979423,0.0635180732779606,Fip2 v.s. NC,GSTT3P,transcribed_unprocessed_pseudogene
ENSG00000226328,0.176288827451618,0.0711754928768123,0.259136754454859,0.334975118368764,0.0847088957554073,Fip2 v.s. NC,NUP50-DT,lncRNA
ENSG00000231711,0.356366459627329,0.356612725648118,0.0823059017603264,0.04197759379652,0.356366459627329,Fip2 v.s. NC,LINC00899,lncRNA
ENSG00000235954,0.1308427050374,-0.158942028595829,0.1629225080252,0.224443025490918,-0.1308427050374,Fip2 v.s. NC,TTC28-AS1,lncRNA
ENSG00000239900,0.0163716614952799,-0.00180148362170192,0.432650906496866,0.732643691793541,-0.0063169390785253,Fip2 v.s. NC,ADSL,protein_coding
ENSG00000241878,0.0685645549318364,-0.00561684635747874,0.367260140638705,1,-0.00607035599407535,Fip2 v.s. NC,PISD,protein_coding
ENSG00000242259,0.073909830007391,0.0132230334862633,0.650360479144052,1,0.0121184467874363,Fip2 v.s. NC,C22orf39,protein_coding
ENSG00000244509,0.0348765432098765,0.0236603353353472,0.280138226248068,1,0.0169455870436261,Fip2 v.s. NC,APOBEC3C,protein_coding
ENSG00000253352,0.0542543129679611,0.0654327551464848,0.477947429975956,0.733177116275397,0.0542543129679611,Fip2 v.s. NC,TUG1,protein_coding
ENSG00000273899,0.0438462656204592,0.055644032367684,0.438853838534172,0.884739028758867,0.0368965518865831,Fip2 v.s. NC,NOL12,protein_coding
ENSG00000285722,0.0820259784075573,0.0911859072948893,0.766904694291276,0.992118318727044,0.0820259784075573,Fip2 v.s. NC,NA,lncRNA
ENSG00000286129,0.216004638414506,0.221977945122962,0.0138651636391616,0.0191227082073703,0.156205987771453,Fip2 v.s. NC,NA,lncRNA
ENSG00000290931,0.175759746095944,0.118505765410246,0.507598010515287,0.959198075764164,0.0908891657438169,Fip2 v.s. NC,NA,lncRNA
ENSG00000291087,0.00690877414316182,-0.0156539208808985,0.836993460758757,1,-0.00685270147298126,Fip2 v.s. NC,CRYBB2P1,lncRNA

