gene_id,pd,r,p.value,qvalue,delta_RPP,contrast,gene_name,gene_biotype
ENSG00000100416,0.208718673521346,-0.211636693016626,0.0338445284794156,0.0519021320954456,-0.208718673521346,Fip2 v.s. NC,TRMU,protein_coding
ENSG00000100418,0.0407928784558432,0.0428717165906047,0.579768402843642,0.92063459744788,0.0407928784558431,Fip2 v.s. NC,DESI1,protein_coding
ENSG00000128191,0.157481328649865,-0.167657018707548,0.388961137056836,0.492370566165207,-0.157481328649865,Fip2 v.s. NC,DGCR8,protein_coding
ENSG00000128294,0.269776714513557,0.264149425623295,0.345098940242353,0.494236803154723,0.269776714513557,Fip2 v.s. NC,TPST2,protein_coding
ENSG00000128335,0.0553112284999548,0.0727326621819751,0.402602295630299,0.650173027646301,0.0553112284999548,Fip2 v.s. NC,APOL2,protein_coding
ENSG00000128408,0.343774815903168,0.35047059220719,0.0025099541697066,0.000265019330429239,0.343774815903168,Fip2 v.s. NC,RIBC2,protein_coding
ENSG00000131100,0.0409307534387899,-0.0690137894784838,0.0188540926444805,0.0401040923659836,-0.0409307534387899,Fip2 v.s. NC,ATP6V1E1,protein_coding
ENSG00000133422,0.0976092391145208,0.101734391145288,0.466655170774179,0.654524020047759,0.0976092391145208,Fip2 v.s. NC,MORC2,protein_coding
ENSG00000133460,0.221380718954248,0.221127696531646,0.357017186421152,0.484108214921955,0.221380718954248,Fip2 v.s. NC,SLC2A11,protein_coding
ENSG00000159958,0.181818181818182,0.0549960910508256,0.656999057304552,0.972073583849965,0.0901515151515151,Fip2 v.s. NC,TNFRSF13C,protein_coding
ENSG00000167037,0.193704212454212,0.194780621252058,0.54979537515705,0.724874024149279,0.193704212454212,Fip2 v.s. NC,SGSM1,protein_coding
ENSG00000180957,0.069099524695883,-0.0508600734317617,0.00363029858218005,7.69235957902323e-05,-0.036239006079659,Fip2 v.s. NC,PITPNB,protein_coding
