seqnames	gene_id	gene_name	type	cluster_id	n_control	n_treatment	mean_control	mean_treatment	median_control	median_treatment	sd_control	sd_treatment	fold_change	mean_diff	median_diff	log2_fc	statistic	p_value	cohens_d	method	q_value	sig
22	ENSG00000100281	HMGXB4	3UTR	PA127	154	155	160.597402597403	167.212903225806	153.5	163	94.5218112589201	100.243663341968	1.04119307362018	6.61550062840385	9.5	0.0582376195755035	0.59687258533506	0.551033561060894	0.0678972029336938	t-test on raw scale	0.906955774116587	NS
22	ENSG00000100284	TOM1	3UTR	PA128	110	55	133.118181818182	138.327272727273	120.5	129	93.9736183766078	77.9556033539353	1.03913132554804	5.20909090909089	8.5	0.055377993745723	0.377139302969126	0.706696556120212	0.0585376679695148	t-test on raw scale	0.919886845826567	NS
22	ENSG00000100292	HMOX1	3UTR	PA129	302	111	132.334437086093	131.459459459459	123.5	102	83.9411916799227	107.98078817202	0.993388133535763	-0.874977626633267	-21.5	-0.00957058164488585	-0.0772247165919598	0.938540438885886	-0.00961517295281986	t-test on raw scale	0.978031756963092	NS
22	ENSG00000099968	BCL2L13	3UTR	PA13	21	39	125.190476190476	165.435897435897	92	149	97.9089470107911	120.904441360195	1.32147350557392	40.2454212454212	57	0.402147500454109	1.39584505329677	0.16905969803856	0.354577538537513	t-test on raw scale	0.621795838548603	NS
22	ENSG00000100297	MCM5	3UTR	PA130	1387	325	136.205479452055	140.747692307692	118	112	92.7030139807912	106.310477497897	1.03334823880736	4.54221285563753	-6	0.0473265250025776	0.709624362614402	0.47830757029658	0.0475971390582312	t-test on raw scale	0.885840689763262	NS
22	ENSG00000128309	MPST	3UTR	PA132	114	99	136.508771929825	126.616161616162	106	106	103.310533316084	88.6604054312799	0.92753132143956	-9.89261031366293	0	-0.108532094531213	-0.752068917049911	0.452847836344265	-0.102214968122586	t-test on raw scale	0.873493159881827	NS
22	ENSG00000100379	KCTD17	3UTR	PA133	22	11	137.090909090909	95.8181818181818	126	74	80.7393862055471	56.9786243811101	0.69893899204244	-41.2727272727273	-52	-0.51676156163145	-1.69708222743792	0.101124330330682	-0.558388836518579	t-test on raw scale	0.512701680321769	NS
22	ENSG00000128283	CDC42EP1	3UTR	PA134	187	59	111.267379679144	113.881355932203	108	79	68.6323629348556	90.3037183229868	1.02349274567799	2.61397625305901	-29	0.0335008768493823	0.204488155795121	0.838489870875618	0.0351538375510212	t-test on raw scale	0.936393303885782	NS
22	ENSG00000100083	GGA1	3UTR	PA135	94	51	181.627659574468	216.392156862745	143.5	209	137.213199155258	152.899454339297	1.19140530340878	34.764497288277	65.5	0.252664286205627	1.35455213151485	0.178820050872949	0.243289016396459	t-test on raw scale	0.635702861547309	NS
22	ENSG00000241360	PDXP	3UTR	PA136	71	90	158	131.966666666667	135	122	122.909722967713	92.0939249420718	0.835232067510549	-26.0333333333333	-13	-0.259750991755525	-1.48578049108896	0.139829908828672	-0.243843952960001	t-test on raw scale	0.576342127898041	NS
22	ENSG00000273899	NOL12	3UTR	PA137	47	18	99.0425531914894	86.5555555555556	92	68.5	53.2553150835093	60.4592446317179	0.873922902494331	-12.4869976359338	-23.5	-0.194422084149162	-0.769372279087425	0.448183595485332	-0.225838251539689	t-test on raw scale	0.873493159881827	NS
22	ENSG00000273899	NOL12	3UTR	PA138	393	239	148.249363867684	144.623430962343	122	117	108.984617459101	107.240562625401	0.975541662974166	-3.62593290534139	-5	-0.0357246067965881	-0.409657823177479	0.68222933207192	-0.0334714725486628	t-test on raw scale	0.919886845826567	NS
22	ENSG00000100106	TRIOBP	3UTR	PA139	13	11	178.076923076923	156.818181818182	146	160	179.793150378642	94.3830685894649	0.880620459454153	-21.2587412587413	14	-0.18340773209091	-0.370268311945556	0.715341431491048	-0.14437596672883	t-test on raw scale	0.919886845826567	NS
22	ENSG00000215193	PEX26	3UTR	PA14	56	55	132.035714285714	134.018181818182	113	117	82.3380977291942	87.9453725456238	1.01501463102761	1.98246753246755	4	0.0215005234290226	0.122550042493393	0.902690672524306	0.0232787338583365	t-test on raw scale	0.967327782408762	NS
22	ENSG00000100106	TRIOBP	3UTR	PA140	46	26	149.347826086957	133.230769230769	141	106.5	94.9868335651033	89.0875109955633	0.892083753219124	-16.1170568561873	-34.5	-0.164748931062817	-0.719773649463776	0.474719487981897	-0.173445410217847	t-test on raw scale	0.885840689763262	NS
22	ENSG00000100106	TRIOBP	3UTR	PA141	69	50	154.202898550725	146.66	128	103.5	115.178835334978	127.703516644082	0.951084586466165	-7.54289855072463	-24.5	-0.0723544393446252	-0.331279419178497	0.741133610385907	-0.0625537661295948	t-test on raw scale	0.919886845826567	NS
22	ENSG00000189060	H1-0	3UTR	PA142	64	67	175.25	137.462686567164	155	129	110.889334223109	80.76721663882	0.784380522494518	-37.7873134328358	-26	-0.350374383489698	-2.22088092777693	0.0283204001846882	-0.390938379570544	t-test on raw scale	0.294948171437234	NS
22	ENSG00000189060	H1-0	3UTR	PA143	21	28	226.380952380952	145.857142857143	200	139	109.052040875206	135.085354165627	0.644299537231805	-80.5238095238095	-61	-0.634196536343477	-2.30726448252348	0.0255218342447266	-0.645877178627183	t-test on raw scale	0.294948171437234	NS
22	ENSG00000189060	H1-0	3UTR	PA144	1003	865	180.677966101695	158.268208092486	152	139	124.999245439043	101.894120426336	0.875968506328016	-22.4097580092094	-13	-0.191049093304243	-4.26710395384141	2.07981402454785e-05	-0.195070658883643	t-test on raw scale	0.00180527857330753	Shortening
22	ENSG00000100116	GCAT	3UTR	PA145	119	41	122.983193277311	131.560975609756	102	86	85.3000668818938	124.101984025335	1.06974759805678	8.57778233244518	-16	0.0972704396293506	0.410431843503248	0.683125262815555	0.0887895241664785	t-test on raw scale	0.919886845826567	NS
22	ENSG00000100129	EIF3L	3UTR	PA146	2499	3766	117.065226090436	119.862187997876	101	105	77.6420477403884	74.8131368036299	1.02389233763815	2.79696190743957	4	0.0340640238131062	1.41657394963661	0.156667296684723	0.0368243793383108	t-test on raw scale	0.607085774653302	NS
22	ENSG00000100129	EIF3L	3UTR	PA147	31	73	112.935483870968	122.27397260274	95	110	75.0919150037122	62.5424878413717	1.08268870342329	9.33848873177199	15	0.114618496330209	0.608555054433707	0.545657800879904	0.140470933800466	t-test on raw scale	0.906955774116587	NS
22	ENSG00000100139	MICALL1	3UTR	PA148	90	34	151.555555555556	140.676470588235	138.5	122.5	108.994187156736	109.803604452687	0.928217181300673	-10.8790849673202	-16	-0.107465692845894	-0.493176048963049	0.623715707302557	-0.0996128049715733	t-test on raw scale	0.919886845826567	NS
22	ENSG00000278948	NA	intergenic	PA149	18	20	191.944444444444	212.8	172	236	100.404752771395	100.690040274728	1.10865412445731	20.8555555555556	64	0.148809346780519	0.63847276737571	0.527251947491406	0.207403590307444	t-test on raw scale	0.906955774116587	NS
22	ENSG00000100142	POLR2F	3UTR	PA150	20	12	119.5	63.1666666666667	112.5	66	67.1624111663973	31.9625728095543	0.528591352859135	-56.3333333333333	-46.5	-0.919775270530813	-3.19604934683859	0.00335789205265328	-0.990988457905531	t-test on raw scale	0.0910828219282201	NS
22	ENSG00000100142	POLR2F	3UTR	PA151	2321	1549	112.282205945713	109.739832149774	96	91	78.9561700628505	80.0306794869626	0.977357286717646	-2.54237379593901	-5	-0.0330420387856341	-0.973467308475192	0.330392733803316	-0.0320246846666797	t-test on raw scale	0.79050990149656	NS
22	ENSG00000100142	POLR2F	3UTR	PA152	16	35	125.375	130.114285714286	130	119	59.6085843929659	72.4462362228511	1.03780088306509	4.73928571428573	-11	0.0535296685794757	0.245710650892954	0.807339494774678	0.0689136845693137	t-test on raw scale	0.923419016837312	NS
22	ENSG00000100151	PICK1	3UTR	PA153	20	13	180.35	164.692307692308	170	159	129.789414457664	48.5255682010089	0.91318163400226	-15.6576923076923	-11	-0.131026250655791	-0.489446838200936	0.628608061306223	-0.147713798645124	t-test on raw scale	0.919886845826567	NS
22	ENSG00000185022	MAFF	3UTR	PA154	24	27	174.625	164.333333333333	175	155	117.392249392331	99.5628908317212	0.941064185158673	-10.2916666666667	-20	-0.0876349697527077	-0.335437180638026	0.738840578496186	-0.0950310574283673	t-test on raw scale	0.919886845826567	NS
22	ENSG00000100196	KDELR3	intron	PA155	53	12	130.11320754717	92.9166666666667	126	92	100.084514359184	58.5203279884758	0.714121713070379	-37.1965408805032	-34	-0.485758110439388	-1.70780201671489	0.0988133538706821	-0.395040578504971	t-test on raw scale	0.510535661665191	NS
22	ENSG00000100196	KDELR3	3UTR	PA156	29	16	96.0689655172414	84.1875	76	81.5	68.730805650161	49.7878415546072	0.876323582196698	-11.8814655172414	5.5	-0.190464412011378	-0.666467373256013	0.50897247317537	-0.18926944397838	t-test on raw scale	0.897943306333783	NS
22	ENSG00000100196	KDELR3	3UTR	PA157	632	180	109.606012658228	107.855555555556	95	96	71.3562400265878	64.9248058594768	0.984029552209599	-1.7504571026723	1	-0.0232264518980221	-0.312012767250023	0.755238666243854	-0.0250115809415583	t-test on raw scale	0.919886845826567	NS
22	ENSG00000100211	CBY1	3UTR	PA158	153	213	126.699346405229	140.784037558685	115	118	88.2834165871872	97.9417439894588	1.11116624949594	14.0846911534567	3	0.152074684755646	1.43768847113097	0.15142679056167	0.149790429785199	t-test on raw scale	0.592741052066076	NS
22	ENSG00000100216	TOMM22	3UTR	PA159	53	45	90.1509433962264	118.022222222222	84	103	55.1230777534779	88.1827876651903	1.30916236454118	27.8712788259958	19	0.388644033870018	1.83723565375547	0.0703370396023612	0.386134852208638	t-test on raw scale	0.465794343852669	NS
22	ENSG00000184979	USP18	3UTR	PA16	89	34	162.775280898876	130.352941176471	146	120	101.686656942808	84.9865880160069	0.800815335452881	-32.4223397224058	-26	-0.320458493128565	-1.78854906373098	0.0779532787214206	-0.332822087500701	t-test on raw scale	0.476503140353472	NS
22	ENSG00000100216	TOMM22	3UTR	PA160	1361	940	112.133725202057	112.057446808511	100	99.5	65.3819190580669	68.813796214021	0.999319755110167	-0.0762783935466729	-0.5	-0.000981719871984737	-0.0266725334944469	0.978723647910717	-0.00114180782230465	t-test on raw scale	0.994768297876466	NS
22	ENSG00000100216	TOMM22	3UTR	PA161	12	12	151.333333333333	97.1666666666667	161	89.5	78.0865875263809	44.7636892892876	0.642070484581498	-54.1666666666667	-71.5	-0.639196414090419	-2.0847082974535	0.0520154221389135	-0.851078598551222	t-test on raw scale	0.415936305504188	NS
22	ENSG00000100226	GTPBP1	3UTR	PA162	30	19	144.966666666667	156.684210526316	144	139	88.161092103714	74.7603969964334	1.08082922873982	11.7175438596491	-5	0.112138594938901	0.498171063097343	0.620903365509833	0.1406937063361	t-test on raw scale	0.919886845826567	NS
22	ENSG00000100226	GTPBP1	3UTR	PA163	50	36	132.22	117.111111111111	124.5	99	69.4606892201537	60.6138964631416	0.885729171918856	-15.1088888888889	-25.5	-0.175062459378856	-1.07224691902677	0.286799377123288	-0.229203944850845	t-test on raw scale	0.773111364419298	NS
22	ENSG00000272669	NA	exon	PA164	16	14	351.75	470.285714285714	319.5	485	143.990508946481	104.657263757194	1.33698852675399	118.535714285714	165.5	0.418987085127489	2.60019497769715	0.0148913550011841	0.931520327880632	t-test on raw scale	0.216279561288903	NS
22	ENSG00000179750	APOBEC3B	3UTR	PA165	955	558	125.814659685864	122.141577060932	109	105	80.3810643630624	80.1398218803193	0.970805606961041	-3.67308262493198	-4	-0.0427456539801774	-0.859209961417671	0.390400908057119	-0.0457464328240512	t-test on raw scale	0.847932858969534	NS
22	ENSG00000244509	APOBEC3C	3UTR	PA166	612	514	137.447712418301	129.737354085603	117	114.5	95.7980804641599	79.7298257408957	0.943903334606019	-7.71035833269755	-2.5	-0.0832889745219396	-1.47398524795082	0.140765588841457	-0.0868031921196478	t-test on raw scale	0.576342127898041	NS
22	ENSG00000100321	SYNGR1	3UTR	PA169	72	23	110.236111111111	125.217391304348	84	120	76.597078798334	58.5739288279344	1.13590174800467	14.9812801932367	36	0.183838051570927	0.986427502249267	0.328854572245922	0.20596244272142	t-test on raw scale	0.79050990149656	NS
22	ENSG00000185608	MRPL40	3UTR	PA17	1439	908	105.207783182766	105.38436123348	85	83	79.8607048466333	85.7675305877442	1.00167837440703	0.176578050714369	-2	0.00241935271139674	0.0498771110701422	0.960225771882493	0.00214826373783032	t-test on raw scale	0.982872606125005	NS
22	ENSG00000100324	TAB1	3UTR	PA170	84	75	167.142857142857	148.36	141	137	105.509794310068	89.6876923672483	0.887623931623932	-18.7828571428571	-4	-0.171979529684878	-1.21298595840019	0.226961315936509	-0.190941258107111	t-test on raw scale	0.68517000035601	NS
22	ENSG00000100335	MIEF1	3UTR	PA171	74	50	136.837837837838	159.98	111.5	138.5	103.835226032036	124.137430425529	1.16912107446178	23.1421621621622	27	0.225424343454396	1.08623343108813	0.28020090601364	0.205834753376915	t-test on raw scale	0.764825114527797	NS
22	ENSG00000100335	MIEF1	3UTR	PA172	36	41	140.472222222222	130.365853658537	115	105	114.282228617479	86.3781674086574	0.928054327013509	-10.1063685636856	-10	-0.107718833695202	-0.43300070156438	0.666454794245589	-0.10069098074109	t-test on raw scale	0.919886845826567	NS
22	ENSG00000100335	MIEF1	3UTR	PA173	36	27	144.833333333333	122.666666666667	127.5	94	85.7566323965674	84.6281458908505	0.846950517836594	-22.1666666666667	-33.5	-0.239650410757387	-1.02297309448167	0.310676782656016	-0.259935809216415	t-test on raw scale	0.785152533546065	NS
22	ENSG00000100335	MIEF1	3UTR	PA174	76	86	143.289473684211	152.162790697674	148.5	143.5	83.9042018478175	92.402172175272	1.06192581203152	8.87331701346389	-5	0.086682980499125	0.640524286370785	0.522748788777031	0.100240380498282	t-test on raw scale	0.906955774116587	NS
22	ENSG00000128272	ATF4	3UTR	PA175	2554	2352	164.577133907596	148.812925170068	148	133	103.958244549059	99.7355663399028	0.904213857883933	-15.7642087375279	-15	-0.145264066472645	-5.41959989829798	6.25963377156006e-08	-0.154618219177564	t-test on raw scale	9.05560352285689e-06	Shortening
22	ENSG00000226085	UQCRFS1P1	ext_3UTR	PA176	13	17	153.615384615385	150.058823529412	129	126	90.8804511996745	95.3719498779878	0.976847624377743	-3.55656108597285	-3	-0.0337945569507475	-0.103960355340252	0.917981204633168	-0.0380488896368903	t-test on raw scale	0.96811392188555	NS
22	ENSG00000100354	TNRC6B	3UTR	PA177	19	10	103.210526315789	210.7	95	161.5	67.1570124967258	201.854760767351	2.04145843957165	107.489473684211	66.5	1.02960019718138	1.63693442257493	0.132497760050253	0.834569473446749	t-test on raw scale	0.569219361742433	NS
22	ENSG00000100354	TNRC6B	3UTR	PA178	70	86	159.885714285714	180.53488372093	161.5	166.5	83.5379880361897	129.301535196238	1.12914955865485	20.649169435216	5	0.175236587297429	1.20407949788885	0.230494977078289	0.185774436005259	t-test on raw scale	0.68517000035601	NS
22	ENSG00000239900	ADSL	3UTR	PA179	910	1018	119.60989010989	110.935166994106	98	81	91.2213697327414	92.2979641160207	0.927474867606565	-8.67472311578403	-17	-0.108619906275893	-2.07290857580716	0.0383148422836634	-0.0945047219010698	t-test on raw scale	0.353800884066168	NS
22	ENSG00000093009	CDC45	intron	PA18	34	15	225.441176470588	204.6	166	87	188.516728809404	191.755722581771	0.907553816046967	-20.8411764705882	-79	-0.139944900437834	-0.352451303081013	0.727293389136145	-0.109987179576917	t-test on raw scale	0.919886845826567	NS
22	ENSG00000239900	ADSL	3UTR	PA180	26	29	155.192307692308	150.896551724138	108	139	112.472581274111	78.6367529610433	0.97231978806136	-4.29575596816974	31	-0.0404972123590659	-0.162390533666481	0.871739386914237	-0.0447040639988472	t-test on raw scale	0.9505901857306	NS
22	ENSG00000100359	SGSM3	3UTR	PA181	136	63	218.213235294118	225.936507936508	178	192	169.143174420841	154.572237316082	1.03539323649173	7.72327264239027	14	0.0501787992128593	0.318067087398167	0.750939356936775	0.0468939784577119	t-test on raw scale	0.919886845826567	NS
22	ENSG00000196236	XPNPEP3	intron	PA182	46	29	303.304347826087	304	318	292	163.442122894411	195.532605976599	1.00229357798165	0.695652173913061	-26	0.00330514472367223	0.015963120527246	0.987325091504407	0.00394266436193401	t-test on raw scale	0.996063282146577	NS
22	ENSG00000196236	XPNPEP3	3UTR	PA183	20	60	169.55	137.566666666667	167.5	105.5	71.4109493299909	88.6934095858018	0.811363412955863	-31.9833333333333	-62	-0.301579846739553	-1.62772987791641	0.111406527457318	-0.377123438162985	t-test on raw scale	0.526963561283156	NS
22	ENSG00000196236	XPNPEP3	3UTR	PA184	38	92	202.5	157.054347826087	165	143	139.071583745226	95.0132858414189	0.775577026301664	-45.445652173913	-22	-0.366658025495703	-1.84443557244583	0.0708350845490234	-0.414709217843978	t-test on raw scale	0.465794343852669	NS
22	ENSG00000100395	L3MBTL2	3UTR	PA185	170	149	146.541176470588	156.791946308725	118.5	143	103.619302414788	102.284927634458	1.06995146405279	10.2507698381366	24.5	0.0975453534876167	0.887604904218072	0.375435847905478	0.0995235204549256	t-test on raw scale	0.840692760486379	NS
22	ENSG00000100403	ZC3H7B	3UTR	PA186	67	31	173.298507462687	156.935483870968	153	131	95.8346136818882	89.3934880118498	0.905578969886731	-16.3630235917188	-22	-0.143087639801059	-0.823459833403004	0.413384098981555	-0.174317183177301	t-test on raw scale	0.859798163354126	NS
22	ENSG00000167074	TEF	3UTR	PA187	19	20	157.263157894737	163.55	162	158	60.3801311187557	88.8306934863348	1.0399765729585	6.28684210526316	-4	0.0565510298497643	0.259612546378559	0.796747338575988	0.0823680458547465	t-test on raw scale	0.923419016837312	NS
22	ENSG00000100412	ACO2	3UTR	PA188	36	32	177.833333333333	155	131.5	131	142.715601309537	104.637315246214	0.871602624179944	-22.8333333333333	-0.5	-0.198257554829031	-0.757781711530307	0.451371956631795	-0.180831368618443	t-test on raw scale	0.873493159881827	NS
22	ENSG00000100412	ACO2	3UTR	PA189	260	86	131.715384615385	134.93023255814	121.5	105	77.9969046624104	109.480032098007	1.02440753562799	3.21484794275491	-16.5	0.0347897706731169	0.251985088284537	0.801502869594771	0.0370184845092756	t-test on raw scale	0.923419016837312	NS
22	ENSG00000093009	CDC45	3UTR	PA19	606	607	177.823432343234	183.116968698517	156	152	124.898888740835	135.632807878383	1.02976849724206	5.29353635528298	-4	0.0423200408842118	0.707069377768077	0.479660281323425	0.0406005853938871	t-test on raw scale	0.885840689763262	NS
22	ENSG00000100412	ACO2	3UTR	PA190	328	123	122.451219512195	113.878048780488	108	100	72.9454410401282	73.1198864392092	0.929987053082362	-8.57317073170732	-8	-0.104717463165497	-1.10965913976743	0.268364627816197	-0.117452147813415	t-test on raw scale	0.76124345406686	NS
22	ENSG00000196419	XRCC6	3UTR	PA191	5000	4667	121.9052	119.662095564603	110	106	75.1597179984193	77.1728401838738	0.981599600054817	-2.24310443539747	-4	-0.0267934337013866	-1.44613653566869	0.148171630930532	-0.0294609423318823	t-test on raw scale	0.592741052066076	NS
22	ENSG00000184208	C22orf46P	exon	PA192	37	31	183.486486486486	215.645161290323	139	147	126.258909833375	182.727036566768	1.17526454083693	32.1586748038361	8	0.232985530234741	0.828150998237837	0.411378357323914	0.208138449987121	t-test on raw scale	0.859798163354126	NS
22	ENSG00000100147	CCDC134	3UTR	PA193	48	48	208.729166666667	216.625	179	193	102.99096006257	111.061344942448	1.03782812655954	7.89583333333334	14	0.0535675405249476	0.361164639530488	0.718791422789721	0.0737224233321596	t-test on raw scale	0.919886845826567	NS
22	ENSG00000198911	SREBF2	3UTR	PA194	53	46	138.320754716981	161.739130434783	114	140.5	82.264529599267	132.333994084431	1.1693048578698	23.4183757178015	26.5	0.225651114299023	1.0386241475452	0.302401543838819	0.216021884720792	t-test on raw scale	0.785152533546065	NS
22	ENSG00000198911	SREBF2	3UTR	PA195	17	19	121.117647058824	166.631578947368	89	132	83.8345709962045	121.866598525836	1.37578282763733	45.5139318885449	43	0.460252753311681	1.3165747983081	0.197332140490252	0.43064440189001	t-test on raw scale	0.670042586899873	NS
22	ENSG00000198911	SREBF2	3UTR	PA196	279	172	177.698924731183	163.098837209302	154	147	115.379584831815	97.5448710593491	0.917838064895626	-14.6000875218805	-7	-0.123688454951965	-1.43834746974554	0.151104039649946	-0.134029234266918	t-test on raw scale	0.592741052066076	NS
22	ENSG00000100167	SEPTIN3	3UTR	PA197	43	38	141.046511627907	163.710526315789	121	120.5	78.589334514591	123.696207614033	1.16068468781186	22.6640146878825	-0.5	0.214976102165879	0.969676481175224	0.336022023896006	0.221709093016111	t-test on raw scale	0.79366251633184	NS
